파일명,실제구분,음성길이(초),길이구간,최종위험점수,AI음성확률,태도변화여부,감정변화상세(Arousal),최종판정
15번_3차례 신고된 남성 전화금융사기범 (음성_15)-3.m4a,보이스피싱,49.0,40s~60s,4.77,65.2%,Y,[평온/중립] ➔ [흥분/압박] 상태로 감정 상승 (Δ+0.44),보이스피싱
4차례 신고된 남성 전화금융사기범 음성 1-1.m4a,보이스피싱,54.2,40s~60s,5.0,63.5%,Y,[평온/중립] ➔ [흥분/압박] 상태로 감정 상승 (Δ+0.43),보이스피싱
6차례 신고된 남성 전화금융사기범 음성 3-5.m4a,보이스피싱,55.0,40s~60s,3.2,65.2%,Y,[평온/중립] ➔ [흥분/압박] 상태로 감정 상승 (Δ+0.41),정상
10번_3차례 신고된 남성 전화금융사기범 (음성_10)-3.m4a,보이스피싱,55.5,40s~60s,5.0,42.9%,Y,[평온/중립] ➔ [흥분/압박] 상태로 감정 상승 (Δ+0.45),보이스피싱
4차례 신고된 여성 전화금융사기범 음성 2-4.m4a,보이스피싱,54.5,40s~60s,4.25,69.8%,N,변화 없음 (안정적 상태 유지),보이스피싱
3차-(1).16차례 신고된 남성 전화금융사기범 음성-2.m4a,보이스피싱,32.5,20s~40s,5.0,69.2%,Y,[평온/중립] ➔ [흥분/압박] 상태로 감정 상승 (Δ+0.41),보이스피싱
2번_3차례 신고된 여성 전화금융사기범 (음성_2)-1.m4a,보이스피싱,206.1,1m20s~,5.0,52.2%,Y,[평온/중립] ➔ [흥분/압박] 상태로 감정 상승 (Δ+0.39),보이스피싱
12번_3차례 신고된 남성 전화금융사기범 (음성_12)-3.m4a,보이스피싱,35.0,20s~40s,2.81,56.6%,Y,[평온/중립] ➔ [흥분/압박] 상태로 감정 상승 (Δ+0.50),정상
4차례 신고된 남성 전화금융사기범 음성 5-4.m4a,보이스피싱,98.6,1m20s~,0.0,N/A,Y,[평온/중립] ➔ [흥분/압박] 상태로 감정 상승 (Δ+0.46),정상
12번_3차례 신고된 남성 전화금융사기범 (음성_12)-2.m4a,보이스피싱,53.8,40s~60s,5.0,81.4%,Y,[평온/중립] ➔ [흥분/압박] 상태로 감정 상승 (Δ+0.46),보이스피싱
3차-(1).16차례 신고된 남성 전화금융사기범 음성-3.m4a,보이스피싱,26.9,20s~40s,2.96,47.7%,Y,[평온/중립] ➔ [흥분/압박] 상태로 감정 상승 (Δ+0.46),정상
10번_3차례 신고된 남성 전화금융사기범 (음성_10)-2.m4a,보이스피싱,35.9,20s~40s,2.52,47.8%,Y,[평온/중립] ➔ [흥분/압박] 상태로 감정 상승 (Δ+0.46),정상
6차례 신고된 남성 전화금융사기범 음성 3-4.m4a,보이스피싱,59.6,40s~60s,5.0,48.0%,Y,[평온/중립] ➔ [흥분/압박] 상태로 감정 상승 (Δ+0.37),보이스피싱
15번_3차례 신고된 남성 전화금융사기범 (음성_15)-2.m4a,보이스피싱,43.6,40s~60s,4.75,66.8%,Y,[평온/중립] ➔ [흥분/압박] 상태로 감정 상승 (Δ+0.47),보이스피싱
6차례 신고된 남성 전화금융사기범 음성 1-6.m4a,보이스피싱,68.5,1m~1m20s,5.0,44.7%,Y,[평온/중립] ➔ [흥분/압박] 상태로 감정 상승 (Δ+0.35),보이스피싱
4차례 신고된 남성 전화금융사기범 음성 3-2.m4a,보이스피싱,47.6,40s~60s,4.34,52.2%,Y,[평온/중립] ➔ [흥분/압박] 상태로 감정 상승 (Δ+0.48),보이스피싱
[SHANA]3차-(11).4차례 신고된 남성 전화금융사기범 음성 3 - 1of4.mp3,보이스피싱,46.9,40s~60s,5.0,44.9%,Y,[평온/중립] ➔ [흥분/압박] 상태로 감정 상승 (Δ+0.49),보이스피싱
[SHANA]3차-(17).4차례 신고된 남성 전화금융사기범 음성 9 - 3of4.mp3,보이스피싱,94.6,1m20s~,4.16,73.3%,Y,[평온/중립] ➔ [흥분/압박] 상태로 감정 상승 (Δ+0.40),보이스피싱
[SHANA]3차-(10).4차례 신고된 남성 전화금융사기범 음성 2 - 3of4.mp3,보이스피싱,51.8,40s~60s,5.0,55.1%,Y,[평온/중립] ➔ [흥분/압박] 상태로 감정 상승 (Δ+0.49),보이스피싱
[SHANA]3차-(16).4차례 신고된 남성 전화금융사기범 음성 8 - 1of4.mp3,보이스피싱,107.6,1m20s~,5.0,72.8%,Y,[평온/중립] ➔ [흥분/압박] 상태로 감정 상승 (Δ+0.43),보이스피싱
[SHANA]바로 이 목소리_4차례 신고된 남성 전화금융사기범 음성_2 - 4of4.mp3,보이스피싱,35.4,20s~40s,3.97,70.7%,Y,[평온/중립] ➔ [흥분/압박] 상태로 감정 상승 (Δ+0.43),보이스피싱
[SHANA]3차-(15).4차례 신고된 남성 전화금융사기범 음성 7 - 4of4.mp3,보이스피싱,77.8,1m~1m20s,5.0,73.3%,Y,[평온/중립] ➔ [흥분/압박] 상태로 감정 상승 (Δ+0.39),보이스피싱
[SHANA]바로 이 목소리_6차례 신고된 남성 전화금융사기범 음성 - 5of6.mp3,보이스피싱,49.2,40s~60s,3.01,77.7%,N,변화 없음 (안정적 상태 유지),정상
[SHANA]3차-(4).5차례 신고된 남성 전화금융사기범 음성 2 - 4of5.mp3,보이스피싱,75.7,1m~1m20s,5.0,58.0%,Y,[평온/중립] ➔ [흥분/압박] 상태로 감정 상승 (Δ+0.42),보이스피싱
[SHANA]바로 이 목소리_4차례 신고된 남성 전화금융사기범 음성_1 - 1of4.mp3,보이스피싱,57.6,40s~60s,4.64,74.9%,Y,[평온/중립] ➔ [흥분/압박] 상태로 감정 상승 (Δ+0.37),보이스피싱
[SHANA]바로 이 목소리_사례7_F - 2of2.mp3,보이스피싱,41.1,40s~60s,3.65,27.1%,Y,[평온/중립] ➔ [흥분/압박] 상태로 감정 상승 (Δ+0.50),보이스피싱
[SHANA]바로 이 목소리 사례9_F - 2of2.mp3,보이스피싱,53.2,40s~60s,5.0,55.7%,Y,[평온/중립] ➔ [흥분/압박] 상태로 감정 상승 (Δ+0.50),보이스피싱
[SHANA]바로 이 목소리_5차례 신고된 남성 전화금융사기범 음성_1 - 5of5.mp3,보이스피싱,38.8,20s~40s,1.41,N/A,Y,[평온/중립] ➔ [흥분/압박] 상태로 감정 상승 (Δ+0.36),정상
[SHANA]3차-(6).5차례 신고된 남성 전화금융사기범 음성 4 - 1of4.mp3,보이스피싱,75.0,1m~1m20s,3.15,58.0%,N,변화 없음 (안정적 상태 유지),정상
[SHANA]3차-(13).4차례 신고된 남성 전화금융사기범 음성 5 - 4of4.mp3,보이스피싱,56.9,40s~60s,4.91,67.0%,Y,[평온/중립] ➔ [흥분/압박] 상태로 감정 상승 (Δ+0.43),보이스피싱
[SHANA]바로 이 목소리 사례1_F - 3of3.mp3,보이스피싱,44.9,40s~60s,2.72,62.7%,Y,[평온/중립] ➔ [흥분/압박] 상태로 감정 상승 (Δ+0.48),정상
[SHANA]3차-(8).5차례 신고된 여성 전화금융사기범 음성 2_수정해야함!! - 4of4.mp3,보이스피싱,49.6,40s~60s,5.0,59.5%,Y,[평온/중립] ➔ [흥분/압박] 상태로 감정 상승 (Δ+0.50),보이스피싱
[SHANA]바로 이 목소리_사례8_F - 1of2.mp3,보이스피싱,90.2,1m20s~,4.91,44.2%,Y,[평온/중립] ➔ [흥분/압박] 상태로 감정 상승 (Δ+0.50),보이스피싱
[SHANA]바로 이 목소리 사례6_F - 1of2.mp3,보이스피싱,35.4,20s~40s,2.5,67.5%,Y,[평온/중립] ➔ [흥분/압박] 상태로 감정 상승 (Δ+0.43),정상
[SHANA]3차-(12).4차례 신고된 남성 전화금융사기범 음성 4 - 4of4.mp3,보이스피싱,62.6,1m~1m20s,5.0,54.7%,Y,[평온/중립] ➔ [흥분/압박] 상태로 감정 상승 (Δ+0.50),보이스피싱
[SHANA]3차-(3).5차례 신고된 남성 전화금융사기범 음성 1 - 4of5.mp3,보이스피싱,25.6,20s~40s,2.0,66.3%,Y,[평온/중립] ➔ [흥분/압박] 상태로 감정 상승 (Δ+0.48),정상
[SHANA]바로 이 목소리_4차례 신고된 남성 전화금융사기범 음성_1 - 3of4.mp3,보이스피싱,43.4,40s~60s,5.0,60.2%,N,변화 없음 (안정적 상태 유지),보이스피싱
[SHANA]UCC_[사이버경찰청_수사관_사칭_감기오셨어요_부산사나이의_화끈한_대처법].mp3,보이스피싱,242.0,1m20s~,4.25,64.7%,Y,[평온/중립] ➔ [흥분/압박] 상태로 감정 상승 (Δ+0.50),보이스피싱
[SHANA]3차-(6).5차례 신고된 남성 전화금융사기범 음성 4 - 3of4.mp3,보이스피싱,122.2,1m20s~,5.0,61.3%,Y,[평온/중립] ➔ [흥분/압박] 상태로 감정 상승 (Δ+0.47),보이스피싱
[SHANA]바로 이 목소리 사례1_F - 1of3.mp3,보이스피싱,44.1,40s~60s,0.65,N/A,N,변화 없음 (안정적 상태 유지),정상
[SHANA]출입국 관리 사무국 직원 사칭(여름 휴가철 보이스피싱_1).mp3,보이스피싱,137.9,1m20s~,3.82,63.2%,Y,[평온/중립] ➔ [흥분/압박] 상태로 감정 상승 (Δ+0.49),보이스피싱
[SHANA]3차-(14).4차례 신고된 남성 전화금융사기범 음성 6 - 4of4.mp3,보이스피싱,70.4,1m~1m20s,5.0,55.1%,Y,[평온/중립] ➔ [흥분/압박] 상태로 감정 상승 (Δ+0.44),보이스피싱
[SHANA]3차-(17).4차례 신고된 남성 전화금융사기범 음성 9 - 1of4.mp3,보이스피싱,128.7,1m20s~,3.27,50.3%,Y,[평온/중립] ➔ [흥분/압박] 상태로 감정 상승 (Δ+0.46),정상
[SHANA]NR0137_ 검찰사칭  [검찰수사관 사칭 횡설수설 보이스피싱].mp3,보이스피싱,217.8,1m20s~,4.45,68.3%,Y,[평온/중립] ➔ [흥분/압박] 상태로 감정 상승 (Δ+0.47),보이스피싱
[SHANA]NR0079_검찰사칭 [착한 피해자에게 걸려온 검찰 사칭 보이스피싱].mp3,보이스피싱,185.7,1m20s~,4.85,61.1%,Y,[평온/중립] ➔ [흥분/압박] 상태로 감정 상승 (Δ+0.45),보이스피싱
[SHANA]3차-(11).4차례 신고된 남성 전화금융사기범 음성 3 - 3of4.mp3,보이스피싱,119.6,1m20s~,5.0,58.7%,Y,[평온/중립] ➔ [흥분/압박] 상태로 감정 상승 (Δ+0.49),보이스피싱
[SHANA]3차-(7).5차례 신고된 여성 전화금융사기범 음성 1 - 5of5.mp3,보이스피싱,74.4,1m~1m20s,4.57,63.6%,Y,[평온/중립] ➔ [흥분/압박] 상태로 감정 상승 (Δ+0.44),보이스피싱
[SHANA]3차-(16).4차례 신고된 남성 전화금융사기범 음성 8 - 3of4.mp3,보이스피싱,71.9,1m~1m20s,4.91,62.7%,Y,[평온/중립] ➔ [흥분/압박] 상태로 감정 상승 (Δ+0.50),보이스피싱
[SHANA]3차-(10).4차례 신고된 남성 전화금융사기범 음성 2 - 1of4.mp3,보이스피싱,102.8,1m20s~,4.8,61.3%,Y,[평온/중립] ➔ [흥분/압박] 상태로 감정 상승 (Δ+0.46),보이스피싱
[SHANA]3차-(5).5차례 신고된 남성 전화금융사기범 음성 3 - 4of4.mp3,보이스피싱,44.9,40s~60s,4.96,84.8%,Y,[평온/중립] ➔ [흥분/압박] 상태로 감정 상승 (Δ+0.48),보이스피싱
[SHANA]3차-(13).4차례 신고된 남성 전화금융사기범 음성 5 - 2of4.mp3,보이스피싱,104.1,1m20s~,5.0,66.9%,Y,[평온/중립] ➔ [흥분/압박] 상태로 감정 상승 (Δ+0.49),보이스피싱
[SHANA]바로 이 목소리 사례5_F - 2of2.mp3,보이스피싱,94.8,1m20s~,4.91,65.6%,Y,[평온/중립] ➔ [흥분/압박] 상태로 감정 상승 (Δ+0.47),보이스피싱
[SHANA]대출빙자형 사례 1_서민 정부지원대출을 권유하면서 신용보증서 발급비용 요구.mp3,보이스피싱,337.9,1m20s~,5.0,76.4%,Y,[평온/중립] ➔ [흥분/압박] 상태로 감정 상승 (Δ+0.49),보이스피싱
[SHANA]3차-(8).5차례 신고된 여성 전화금융사기범 음성 2_수정해야함!! - 2of4.mp3,보이스피싱,43.6,40s~60s,1.68,N/A,Y,[평온/중립] ➔ [흥분/압박] 상태로 감정 상승 (Δ+0.39),정상
[SHANA]3차-(9).4차례 신고된 남성 전화금융사기범 음성 1 - 3of3.mp3,보이스피싱,112.7,1m20s~,5.0,45.5%,N,변화 없음 (안정적 상태 유지),보이스피싱
[SHANA]바로 이 목소리_5차례 신고된 남성 전화금융사기범 음성_1 - 3of5.mp3,보이스피싱,63.0,1m~1m20s,2.61,54.1%,Y,[평온/중립] ➔ [흥분/압박] 상태로 감정 상승 (Δ+0.50),정상
[SHANA]바로 이 목소리 사례2_F - 2of3.mp3,보이스피싱,57.4,40s~60s,4.01,52.6%,Y,[평온/중립] ➔ [흥분/압박] 상태로 감정 상승 (Δ+0.50),보이스피싱
[SHANA]바로 이 목소리_4차례 신고된 남성 전화금융사기범 음성_2 - 2of4.mp3,보이스피싱,43.8,40s~60s,1.45,N/A,Y,[평온/중립] ➔ [흥분/압박] 상태로 감정 상승 (Δ+0.41),정상
[SHANA]3차-(4).5차례 신고된 남성 전화금융사기범 음성 2 - 2of5.mp3,보이스피싱,64.5,1m~1m20s,5.0,68.9%,Y,[평온/중립] ➔ [흥분/압박] 상태로 감정 상승 (Δ+0.44),보이스피싱
[SHANA]바로 이 목소리_6차례 신고된 남성 전화금융사기범 음성 - 3of6.mp3,보이스피싱,60.2,1m~1m20s,5.0,80.5%,Y,[평온/중립] ➔ [흥분/압박] 상태로 감정 상승 (Δ+0.43),보이스피싱
[SHANA]대출사기 사례1_대출사기 전산오류로 선입금 360만원 요구.mp3,보이스피싱,187.7,1m20s~,5.0,70.6%,Y,[평온/중립] ➔ [흥분/압박] 상태로 감정 상승 (Δ+0.48),보이스피싱
[SHANA]3차-(7).5차례 신고된 여성 전화금융사기범 음성 1 - 1of5.mp3,보이스피싱,132.9,1m20s~,4.91,61.3%,Y,[평온/중립] ➔ [흥분/압박] 상태로 감정 상승 (Δ+0.47),보이스피싱
[SHANA]3차-(15).4차례 신고된 남성 전화금융사기범 음성 7 - 2of4.mp3,보이스피싱,80.3,1m20s~,5.0,40.7%,Y,[평온/중립] ➔ [흥분/압박] 상태로 감정 상승 (Δ+0.41),보이스피싱
[SHANA]UCC_[농협직원한테_걸려온_검찰사칭_보이스피싱].mp3,보이스피싱,59.6,40s~60s,4.8,60.9%,Y,[평온/중립] ➔ [흥분/압박] 상태로 감정 상승 (Δ+0.44),보이스피싱
[SHANA]3차-(7).5차례 신고된 여성 전화금융사기범 음성 1 - 3of5.mp3,보이스피싱,69.9,1m~1m20s,2.96,54.1%,Y,[평온/중립] ➔ [흥분/압박] 상태로 감정 상승 (Δ+0.49),정상
[SHANA]바로 이 목소리_6차례 신고된 남성 전화금융사기범 음성 - 1of6.mp3,보이스피싱,78.8,1m~1m20s,4.91,71.0%,Y,[평온/중립] ➔ [흥분/압박] 상태로 감정 상승 (Δ+0.37),보이스피싱
[SHANA]3차-(5).5차례 신고된 남성 전화금융사기범 음성 3 - 2of4.mp3,보이스피싱,74.2,1m~1m20s,4.33,71.4%,N,변화 없음 (안정적 상태 유지),보이스피싱
[SHANA]바로 이 목소리 사례3_F - 2of3.mp3,보이스피싱,76.1,1m~1m20s,5.0,58.1%,Y,[평온/중립] ➔ [흥분/압박] 상태로 감정 상승 (Δ+0.38),보이스피싱
[SHANA]3차-(14).4차례 신고된 남성 전화금융사기범 음성 6 - 2of4.mp3,보이스피싱,80.2,1m20s~,5.0,62.7%,Y,[평온/중립] ➔ [흥분/압박] 상태로 감정 상승 (Δ+0.47),보이스피싱
[SHANA]바로 이 목소리 사례4_F - 2of2.mp3,보이스피싱,53.1,40s~60s,2.59,31.8%,Y,[평온/중립] ➔ [흥분/압박] 상태로 감정 상승 (Δ+0.50),정상
[SHANA]3차-(9).4차례 신고된 남성 전화금융사기범 음성 1 - 1of3.mp3,보이스피싱,137.6,1m20s~,5.0,58.9%,Y,[평온/중립] ➔ [흥분/압박] 상태로 감정 상승 (Δ+0.38),보이스피싱
[SHANA]3차-(3).5차례 신고된 남성 전화금융사기범 음성 1 - 2of5.mp3,보이스피싱,32.8,20s~40s,3.46,67.4%,Y,[평온/중립] ➔ [흥분/압박] 상태로 감정 상승 (Δ+0.49),정상
[SHANA]바로 이 목소리_5차례 신고된 남성 전화금융사기범 음성_1 - 1of5.mp3,보이스피싱,42.4,40s~60s,2.67,72.0%,Y,[평온/중립] ➔ [흥분/압박] 상태로 감정 상승 (Δ+0.45),정상
[SHANA]3차-(12).4차례 신고된 남성 전화금융사기범 음성 4 - 2of4.mp3,보이스피싱,53.0,40s~60s,5.0,57.3%,Y,[평온/중립] ➔ [흥분/압박] 상태로 감정 상승 (Δ+0.47),보이스피싱
[SHANA]바로 이 목소리 사례1_F - 2of3.mp3,보이스피싱,76.4,1m~1m20s,4.84,51.8%,Y,[평온/중립] ➔ [흥분/압박] 상태로 감정 상승 (Δ+0.49),보이스피싱
[SHANA]대출빙자형 사례 6_편법을 통해 피해자 신용평점을 상향시키기 위한 대출상환 요구.mp3,보이스피싱,223.4,1m20s~,4.75,53.2%,Y,[평온/중립] ➔ [흥분/압박] 상태로 감정 상승 (Δ+0.49),보이스피싱
[SHANA]바로 이 목소리_5차례 신고된 남성 전화금융사기범 음성_1 - 4of5.mp3,보이스피싱,40.7,40s~60s,2.48,66.7%,Y,[평온/중립] ➔ [흥분/압박] 상태로 감정 상승 (Δ+0.49),정상
[SHANA]바로 이 목소리 사례6_F - 2of2.mp3,보이스피싱,101.7,1m20s~,3.5,55.9%,Y,[평온/중립] ➔ [흥분/압박] 상태로 감정 상승 (Δ+0.48),정상
[SHANA]바로 이 목소리_사례8_F - 2of2.mp3,보이스피싱,60.2,1m~1m20s,5.0,36.9%,Y,[평온/중립] ➔ [흥분/압박] 상태로 감정 상승 (Δ+0.50),보이스피싱
[SHANA]3차-(10).4차례 신고된 남성 전화금융사기범 음성 2 - 2of4.mp3,보이스피싱,163.0,1m20s~,5.0,56.7%,Y,[평온/중립] ➔ [흥분/압박] 상태로 감정 상승 (Δ+0.37),보이스피싱
[SHANA]3차-(4).5차례 신고된 남성 전화금융사기범 음성 2 - 5of5.mp3,보이스피싱,52.7,40s~60s,5.0,65.4%,N,변화 없음 (안정적 상태 유지),보이스피싱
[SHANA]바로 이 목소리_6차례 신고된 남성 전화금융사기범 음성 - 4of6.mp3,보이스피싱,31.2,20s~40s,2.49,74.4%,N,변화 없음 (안정적 상태 유지),정상
[SHANA]3차-(17).4차례 신고된 남성 전화금융사기범 음성 9 - 2of4.mp3,보이스피싱,51.8,40s~60s,3.96,51.4%,Y,[평온/중립] ➔ [흥분/압박] 상태로 감정 상승 (Δ+0.42),보이스피싱
[SHANA]대출빙자형 사례 4_햇살론을 받기 위하여 피해자의 기존 대출을 일부 상환해야 한다고 유도.mp3,보이스피싱,229.9,1m20s~,5.0,51.0%,Y,[평온/중립] ➔ [흥분/압박] 상태로 감정 상승 (Δ+0.46),보이스피싱
[SHANA]3차-(7).5차례 신고된 여성 전화금융사기범 음성 1 - 4of5.mp3,보이스피싱,42.5,40s~60s,3.82,42.1%,Y,[평온/중립] ➔ [흥분/압박] 상태로 감정 상승 (Δ+0.49),보이스피싱
[SHANA]바로 이 목소리_6차례 신고된 남성 전화금융사기범 음성 - 6of6.mp3,보이스피싱,52.7,40s~60s,4.42,53.0%,Y,[평온/중립] ➔ [흥분/압박] 상태로 감정 상승 (Δ+0.37),보이스피싱
[SHANA]3차-(16).4차례 신고된 남성 전화금융사기범 음성 8 - 2of4.mp3,보이스피싱,76.5,1m~1m20s,5.0,66.6%,Y,[평온/중립] ➔ [흥분/압박] 상태로 감정 상승 (Δ+0.48),보이스피싱
[SHANA]대출빙자형 사례 5_사금융 대환대출 명목으로 피해자의 무통장입금 유도.mp3,보이스피싱,108.7,1m20s~,4.8,60.7%,Y,[평온/중립] ➔ [흥분/압박] 상태로 감정 상승 (Δ+0.50),보이스피싱
[SHANA]3차-(11).4차례 신고된 남성 전화금융사기범 음성 3 - 2of4.mp3,보이스피싱,78.9,1m~1m20s,4.37,67.0%,Y,[평온/중립] ➔ [흥분/압박] 상태로 감정 상승 (Δ+0.45),보이스피싱
[SHANA]대출빙자형 사례 2_정부지원자금 대출을 받기 위한 공증서 발급비용 요구.mp3,보이스피싱,99.0,1m20s~,5.0,74.3%,N,변화 없음 (안정적 상태 유지),보이스피싱
[SHANA]3차-(6).5차례 신고된 남성 전화금융사기범 음성 4 - 2of4.mp3,보이스피싱,88.5,1m20s~,5.0,55.9%,Y,[평온/중립] ➔ [흥분/압박] 상태로 감정 상승 (Δ+0.50),보이스피싱
[SHANA]3차-(3).5차례 신고된 남성 전화금융사기범 음성 1 - 5of5.mp3,보이스피싱,43.5,40s~60s,1.42,N/A,Y,[평온/중립] ➔ [흥분/압박] 상태로 감정 상승 (Δ+0.39),정상
[SHANA]바로 이 목소리_4차례 신고된 남성 전화금융사기범 음성_1 - 2of4.mp3,보이스피싱,45.6,40s~60s,2.07,61.6%,Y,[평온/중립] ➔ [흥분/압박] 상태로 감정 상승 (Δ+0.49),정상
[SHANA]바로 이 목소리 사례9_F - 1of2.mp3,보이스피싱,51.0,40s~60s,3.46,42.1%,Y,[평온/중립] ➔ [흥분/압박] 상태로 감정 상승 (Δ+0.48),정상
[SHANA]바로 이 목소리_사례7_F - 1of2.mp3,보이스피싱,82.1,1m20s~,5.0,64.7%,Y,[평온/중립] ➔ [흥분/압박] 상태로 감정 상승 (Δ+0.50),보이스피싱
[SHANA]납치빙자 F.mp3,보이스피싱,496.6,1m20s~,4.91,57.4%,Y,[평온/중립] ➔ [흥분/압박] 상태로 감정 상승 (Δ+0.50),보이스피싱
[SHANA]3차-(17).4차례 신고된 남성 전화금융사기범 음성 9 - 4of4.mp3,보이스피싱,52.5,40s~60s,5.0,55.5%,N,변화 없음 (안정적 상태 유지),보이스피싱
[SHANA]3차-(14).4차례 신고된 남성 전화금융사기범 음성 6 - 1of4.mp3,보이스피싱,81.4,1m20s~,4.84,69.4%,Y,[평온/중립] ➔ [흥분/압박] 상태로 감정 상승 (Δ+0.49),보이스피싱
[SHANA]바로 이 목소리 사례4_F - 1of2.mp3,보이스피싱,83.9,1m20s~,3.03,43.7%,Y,[평온/중립] ➔ [흥분/압박] 상태로 감정 상승 (Δ+0.48),정상
[SHANA]3차-(5).5차례 신고된 남성 전화금융사기범 음성 3 - 1of4.mp3,보이스피싱,62.4,1m~1m20s,5.0,64.3%,Y,[평온/중립] ➔ [흥분/압박] 상태로 감정 상승 (Δ+0.47),보이스피싱
[SHANA]3차-(10).4차례 신고된 남성 전화금융사기범 음성 2 - 4of4.mp3,보이스피싱,47.5,40s~60s,5.0,53.5%,Y,[평온/중립] ➔ [흥분/압박] 상태로 감정 상승 (Δ+0.48),보이스피싱
[SHANA]바로 이 목소리_4차례 신고된 남성 전화금융사기범 음성_2 - 3of4.mp3,보이스피싱,34.8,20s~40s,2.11,68.7%,Y,[평온/중립] ➔ [흥분/압박] 상태로 감정 상승 (Δ+0.41),정상
[SHANA]바로 이 목소리 사례3_F - 1of3.mp3,보이스피싱,66.1,1m~1m20s,4.21,69.2%,Y,[평온/중립] ➔ [흥분/압박] 상태로 감정 상승 (Δ+0.49),보이스피싱
[SHANA]3차-(15).4차례 신고된 남성 전화금융사기범 음성 7 - 3of4.mp3,보이스피싱,59.4,40s~60s,4.75,50.1%,Y,[평온/중립] ➔ [흥분/압박] 상태로 감정 상승 (Δ+0.48),보이스피싱
[SHANA]바로 이 목소리_6차례 신고된 남성 전화금융사기범 음성 - 2of6.mp3,보이스피싱,28.3,20s~40s,2.42,63.3%,Y,[평온/중립] ➔ [흥분/압박] 상태로 감정 상승 (Δ+0.49),정상
[SHANA]3차-(4).5차례 신고된 남성 전화금융사기범 음성 2 - 3of5.mp3,보이스피싱,29.1,20s~40s,1.31,N/A,Y,[평온/중립] ➔ [흥분/압박] 상태로 감정 상승 (Δ+0.42),정상
[SHANA]3차-(3).5차례 신고된 남성 전화금융사기범 음성 1 - 1of5.mp3,보이스피싱,36.0,20s~40s,1.54,N/A,Y,[평온/중립] ➔ [흥분/압박] 상태로 감정 상승 (Δ+0.37),정상
[SHANA]대출빙자형 사례 3_은행을 사칭하면서 서민금융나들목 상품 명목의 대출을 안내.mp3,보이스피싱,150.1,1m20s~,2.64,65.0%,Y,[평온/중립] ➔ [흥분/압박] 상태로 감정 상승 (Δ+0.49),정상
[SHANA]3차-(12).4차례 신고된 남성 전화금융사기범 음성 4 - 1of4.mp3,보이스피싱,103.2,1m20s~,3.34,38.9%,Y,[평온/중립] ➔ [흥분/압박] 상태로 감정 상승 (Δ+0.41),정상
[SHANA]바로 이 목소리_5차례 신고된 남성 전화금융사기범 음성_1 - 2of5.mp3,보이스피싱,51.9,40s~60s,2.25,54.0%,Y,[평온/중립] ➔ [흥분/압박] 상태로 감정 상승 (Δ+0.50),정상
[SHANA]바로 이 목소리 사례2_F - 3of3.mp3,보이스피싱,39.9,20s~40s,1.39,N/A,Y,[평온/중립] ➔ [흥분/압박] 상태로 감정 상승 (Δ+0.49),정상
[SHANA]3차-(13).4차례 신고된 남성 전화금융사기범 음성 5 - 3of4.mp3,보이스피싱,105.4,1m20s~,3.83,54.7%,Y,[평온/중립] ➔ [흥분/압박] 상태로 감정 상승 (Δ+0.44),보이스피싱
[SHANA]3차-(9).4차례 신고된 남성 전화금융사기범 음성 1 - 2of3.mp3,보이스피싱,125.2,1m20s~,5.0,59.4%,Y,[평온/중립] ➔ [흥분/압박] 상태로 감정 상승 (Δ+0.44),보이스피싱
[SHANA]UCC_[이벤트행사_통장한개당_300만원_제안].mp3,보이스피싱,38.9,20s~40s,0.74,N/A,N,변화 없음 (안정적 상태 유지),정상
[SHANA]3차-(8).5차례 신고된 여성 전화금융사기범 음성 2_수정해야함!! - 3of4.mp3,보이스피싱,118.7,1m20s~,4.91,54.3%,Y,[평온/중립] ➔ [흥분/압박] 상태로 감정 상승 (Δ+0.48),보이스피싱
[SHANA]바로 이 목소리 사례2_F - 1of3.mp3,보이스피싱,52.4,40s~60s,4.75,54.9%,Y,[평온/중립] ➔ [흥분/압박] 상태로 감정 상승 (Δ+0.43),보이스피싱
[SHANA]대출사기 사례2_대출사기 전산삭제과정 금감원 모니터링 걸림.mp3,보이스피싱,172.3,1m20s~,4.8,78.3%,N,변화 없음 (안정적 상태 유지),보이스피싱
[SHANA]3차-(12).4차례 신고된 남성 전화금융사기범 음성 4 - 3of4.mp3,보이스피싱,72.7,1m~1m20s,3.3,56.3%,Y,[평온/중립] ➔ [흥분/압박] 상태로 감정 상승 (Δ+0.48),정상
[SHANA]바로 이 목소리_4차례 신고된 남성 전화금융사기범 음성_1 - 4of4.mp3,보이스피싱,45.3,40s~60s,5.0,77.0%,Y,[평온/중립] ➔ [흥분/압박] 상태로 감정 상승 (Δ+0.49),보이스피싱
[SHANA]3차-(3).5차례 신고된 남성 전화금융사기범 음성 1 - 3of5.mp3,보이스피싱,44.6,40s~60s,5.0,51.4%,N,변화 없음 (안정적 상태 유지),보이스피싱
[SHANA]3차-(8).5차례 신고된 여성 전화금융사기범 음성 2_수정해야함!! - 1of4.mp3,보이스피싱,107.3,1m20s~,4.91,57.6%,Y,[평온/중립] ➔ [흥분/압박] 상태로 감정 상승 (Δ+0.40),보이스피싱
[SHANA]3차-(13).4차례 신고된 남성 전화금융사기범 음성 5 - 1of4.mp3,보이스피싱,84.0,1m20s~,5.0,61.5%,N,변화 없음 (안정적 상태 유지),보이스피싱
